"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 11:41:30 GMT 2024","Wed Feb 21 11:41:30 GMT 2024","48","","files.FilesParsingTest","","files.FilesParsingTest","jsonParseImprovedTest","jsonParseImprovedTest()",""
"passed","Wed Feb 21 11:41:37 GMT 2024","Wed Feb 21 11:41:37 GMT 2024","1","","allure.LabelsTest","","allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя",""
"passed","Wed Feb 21 11:41:14 GMT 2024","Wed Feb 21 11:41:14 GMT 2024","2","","NewTest","","NewTest","newTest","newTest()",""
"passed","Wed Feb 21 11:41:30 GMT 2024","Wed Feb 21 11:41:30 GMT 2024","27","","files.FilesParsingTest","","files.FilesParsingTest","csvParseTest","csvParseTest()",""
"passed","Wed Feb 21 11:41:33 GMT 2024","Wed Feb 21 11:41:34 GMT 2024","630","","files.FilesParsingTest","","files.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Wed Feb 21 11:41:28 GMT 2024","Wed Feb 21 11:41:30 GMT 2024","1374","","files.SelenideFilesTest","","files.SelenideFilesTest","selenideDownloadTest","selenideDownloadTest()",""
"passed","Wed Feb 21 11:41:04 GMT 2024","Wed Feb 21 11:41:05 GMT 2024","357","","jUnit.SelenideTest","","jUnit.SelenideTest","selenideSiteShouldContainAllOfButtonsForGivenLocale","selenideSiteShouldContainAllOfButtonsForGivenLocale(Locale, List) Для локали RU отображаются кнопки [С чего начать?, Док, ЧАВО, Блог, Javadoc, Пользователи, Отзывы]",""
"passed","Wed Feb 21 11:41:41 GMT 2024","Wed Feb 21 11:41:42 GMT 2024","436","","allure.AttachmentsTest","","allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Wed Feb 21 11:41:27 GMT 2024","Wed Feb 21 11:41:28 GMT 2024","1112","","files.SelenideFilesTest","","files.SelenideFilesTest","selenideUploadFile","selenideUploadFile()",""
"passed","Wed Feb 21 11:41:05 GMT 2024","Wed Feb 21 11:41:05 GMT 2024","448","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","simpleTest","Демонстрационный тест",""
"passed","Wed Feb 21 11:41:09 GMT 2024","Wed Feb 21 11:41:10 GMT 2024","1844","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery(String, String) Адрес https://qameta.io должен быть в выдаче гугла по запросу Allure testops",""
"passed","Wed Feb 21 11:41:03 GMT 2024","Wed Feb 21 11:41:04 GMT 2024","848","","jUnit.SelenideTest","","jUnit.SelenideTest","selenideSiteShouldContainAllOfButtonsForGivenLocale","selenideSiteShouldContainAllOfButtonsForGivenLocale(Locale, List) Для локали EN отображаются кнопки [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"passed","Wed Feb 21 11:40:49 GMT 2024","Wed Feb 21 11:40:50 GMT 2024","1216","","gitHub.BestContributorToSelenide","","gitHub.BestContributorToSelenide","solntsevShouldBeTheTopContributor","solntsevShouldBeTheTopContributor()",""
"passed","Wed Feb 21 11:41:30 GMT 2024","Wed Feb 21 11:41:30 GMT 2024","4","","files.FilesParsingTest","","files.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Wed Feb 21 11:41:37 GMT 2024","Wed Feb 21 11:41:39 GMT 2024","2104","","allure.StepsTest","","allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"passed","Wed Feb 21 11:41:22 GMT 2024","Wed Feb 21 11:41:24 GMT 2024","2688","","demoqa.AutomationPracticeFormTestCase","","demoqa.AutomationPracticeFormTestCase","fillFormTest","fillFormTest()",""
"passed","Wed Feb 21 11:41:37 GMT 2024","Wed Feb 21 11:41:37 GMT 2024","1","","allure.LabelsTest","","allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"passed","Wed Feb 21 11:41:39 GMT 2024","Wed Feb 21 11:41:41 GMT 2024","2070","","allure.StepsTest","","allure.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Wed Feb 21 11:41:14 GMT 2024","Wed Feb 21 11:41:18 GMT 2024","3641","","demoqa.TextBoxTests","","demoqa.TextBoxTests","fillFormTest","fillFormTest()",""
